Mode,Nom,Catégorie,Calories,Coût total,Coût par part,Temps de préparation,Temps de cuisson,Ingrédients,Étapes,Image,URL
Mode Sans gluten,"Mini-cannelés au thym et au pecorino, sans gluten",Apéritif,Non spécifié,Non spécifié,Non spécifié,10 min,20 min,100 g de farine de riz (environ 2/3 de tasse); 15 g de farine de pomme de terre (environ 2 c. à soupe); 50 g de fromage pecorino râpé (1/2 tasse); 2 c. à thé de levure chimique (poudre à pâte); 1 c. à thé de thym frais; 1oeuf; 125 g de yogourt nature (1/2 tasse); 1 c. à soupe d'huile d'olive,"Préchauffer le four à 350°F ou 180°C. | Dans un bol, mêler délicatement les farines, la poudre à pâte, le fromage râpé et le thym. | Dans un autre bol, fouetter à la main le yogourt, l'huile d'olive et l’œuf. | Réunissez les ingrédients des deux bols, bien mêler et emplir des moules à mini-cannelés en silicone. | Enfourner pour environ 20 minutes ou jusqu'à ce qu'un cure-dent en ressorte propre. | Démouler immédiatement et servir de préférence encore tièdes.",Image non trouvée,https://www.ptitchef.com/recettes/aperitif/mini-canneles-au-thym-et-au-pecorino-sans-gluten-fid-14968
Mode Sans gluten,Muffins anglais sans gluten,Autre,210 Kcal,0.79Euros€,(0.1€/part),15 min,10 min,350 gr de farine Mix Gerblé sans gluten; 450 ml de lait; 1.5 cuillère àcaféde sel; 1 cuillère à soupe de sucre; 20 gr d'huile; 8 gr de levure sèche de boulangerie,"Délayez la levure et le sucre dans le lait tiédit et l'huile. Laissez reposer 5 min le temps de faire mousser la levure. Dans le bol de votre robot pétrisseur ou dans un saladier, versez la farine et le sel. | Versez le lait, puis pétrissez 5 minutes jusqu'à l'obtention d'une pâte homogène et lisse. Recouvrez votre bol d'un linge propre et humide et laissez reposer 30 à 45 minutes près d'une source de chaleur douce. | Dégazez votre pâte et étalez-là sur une épaisseur d'environ 2 cm. | A l'aide d'un cercle de 10 cm ou bien d'un verre de large diamètre découpez de gros cercles et placez-les sur une plaque munie de papier sulfurisé et saupoudré de polenta. | Laissez les muffins lever pendant environ 30 minutes. | Faites chauffer à feu doux une poêle à sec et faites y cuire les muffins 5 minutes de chaque côté.",Image non trouvée,https://www.ptitchef.com/recettes/autre/muffins-anglais-sans-gluten-fid-1042772
Mode Sans gluten,Merveilleux fondant chocolat-noisettes sans gluten sans lait,Autre,1415 Kcal,2.74Euros€,(2.74€/part),15 min,5 min,120 g de chocolat noir sans gluten; 35 g de purée denoisettes; 2oeufs; 4 cuillères à soupe depralin; 1 cuillère à soupe. de sucre glace; 1 cuillère à soupe de lait végétal,"Faites préchauffer votre four à 240°C. | Dans une casserole, faites fondre le chocolat avec la purée de noisettes et le lait. | Pendant ce temps, séparer les blancs d’œufs des jaunes. | Monter les blancs et le sucre glace en neige bien ferme dans une jatte. | Mélanger les jaunes avec le pralin dans un saladier. Ajoutez-y le chocolat fondu. Mélanger. Ajouter ensuite les blancs et mêlez-les doucement, sans les casser. | Verser ce mélange dans 2 grands ramequins et enfourner 5 minutes.",https://www.ptitchef.com/imgupl/recipe/merveilleux-fondant-chocolat-noisettes-sans-gluten-sans-lait--md-393757p625191.jpg,https://www.ptitchef.com/recettes/autre/merveilleux-fondant-chocolat-noisettes-sans-gluten-sans-lait-fid-817016
Mode Sans gluten,"Florentins amande et chocolat, sans gluten ni lactose",Dessert,Non spécifié,Non spécifié,Non spécifié,10 min,15 min,"1/4 tasse de sucre à glacer (30 g); 1 blanc d'oeuf, légèrement battu; 2 cuillères à soupe demiel; 1 cuillère à soupe de beurre fondu; le zeste râpé de 1orange; 2 tasses d'amandestranchées finement; 85 g dechocolatnoir, 66% dans mon cas","Placer la grille au centre du four. | Préchauffer celui-ci à 325°F (170°C) et tapisser de papier parchemin une grande plaque à biscuits. | Dans un bol, bien mélanger tous les ingrédients à l'exception des amandes et du chocolat. | Ajouter ensuite les amandes et mélanger délicatement à l'aide d'une spatule pour bien les enrober. | Sur la plaque, avec les doigts humides, étaler environ 2 cuillères à soupe du mélange d'amandes pour chaque biscuit, de façon à ce qu'ils aient un diamètre d'environ 2 1/2 po (6,5 cm). | Cuire au four environ 15 minutes ou jusqu'à ce qu'ils soient dorés. Laisser refroidir complètement sur la plaque. | Badigeonner le dessous de chaque biscuit de chocolat fondu. | Déposer les biscuits, côté chocolat, sur une feuille de papier parchemin ou silicone et laisser figer. | Déguster tel quel, avec un café, un bon thé ou en accompagnement d'une petite crème dessert.",Image non trouvée,https://www.ptitchef.com/recettes/dessert/florentins-amande-et-chocolat-sans-gluten-ni-lactose-fid-750759
Mode Sans gluten,"Biscuits feuilles d'érable, sans gluten et sans lactose",Autre,86 Kcal,0.35Euros€,(0.03€/part),15 min,10 min,3/4 de tasse de farine sans gluten; 1/2 cuillères à thé de levure chimique ou poudre à pâte; 1/2 de tasse de beurre mou (85 g); 1/2 tasse de sucre d'érable râpé (85 g); 1/2oeufbattu,"Dans un bol, tamiser la farine et la poudre à pâte et réserver. | Battre le beurre et le sucre d'érable jusqu'à l'obtention d'un mélange crémeux. Incorporer l’œuf battu légèrement et bien mélanger. Incorporer la farine, former une boule et l'emballer dans un papier film. Réserver au frigo environ 1 heure. | Pendant ce temps préchauffer le four à 325°F (160°C). | Sur une surface légèrement recouverte de farine sans gluten, abaisser la pâte à 1/8 de pouce ou 3 mm d'épaisseur. Découper à l'emporte-pièce en forme de feuille d'érable et déposer les biscuits sur une plaque garnie d'un papier parchemin. Cuire pendant une dizaine de minutes. Les laisser refroidir avant de les enlever de la plaque et de les fourrer au beurre d'érable. | Pour le beurre d'érable, faire chauffer, sur feu moyen, du sirop d'érable. Lorsque le sirop a atteint 111°C, retirer du feu et brasser vigoureusement à la main, ou à l'aide d'un batteur électrique, jusqu'à l'obtention d'une texture crémeuse. | Tartiner l'envers d'un biscuit de beurre d'érable et le recouvrir d'un autre.",Image non trouvée,https://www.ptitchef.com/recettes/autre/biscuits-feuilles-d-erable-sans-gluten-et-sans-lactose-fid-268730
Mode Sans gluten,Opera sans gluten et sans lait,Dessert,336 Kcal,6.11Euros€,(0.76€/part),15 min,20 min,4oeufs; 120g de sucre de canne blond; 2 cuillères à soupe decacaoen poudre (10g); 70g de farine deriz; 6 gouttes d'huile essentielle d'orangebio; 100g dechocolatnoir 70%; 15cl de crème de soja liquide,"Préparer la génoise Casser les oeufs et séparer les blancs des jaunes dans deux saladiers. Monter les blancs en neige ferme. | Battre énergiquement les jaunes avec le sucre et le cacao pendant quelques instants. | Incorporer un tiers des blancs en neige. Mélanger, ajouter la farine de riz puis les blancs en neige restants. | Chemiser la plaque et verser la pâte en l'étalant à la spatule. | Enfourner dans le four préchauffé à 180° pendant 15 à 20 minutes | Laisser refroidir en posant la génoise et son papier de cuisson sur le torchon. | Pendant ce temps préparer la ganache Casser le chocolat en morceaux dans une petite casserole à fond épais sur feu doux, verser 2 cuillères de crème de soja liquide. Dès que c'est chaud, retirer du feu, remuer avec une spatule tout en versant la moitié de la crème de soja. Replacer sur feu doux, le mélange s'épaissit au fur et à mesure. Verser alors le reste de crème de soja liquide et ajouter les gouttes d'huile essentielle.",https://www.ptitchef.com/imgupl/recipe/opera-sans-gluten-et-sans-lait--md-184999p279375.jpg,https://www.ptitchef.com/recettes/dessert/opera-sans-gluten-et-sans-lait-fid-196598
Mode Sans gluten,Lasagnes de courgettes aux épinards -  sans gluten,Plat,572 Kcal,11.74Euros€,(2.94€/part),20 min,25 min,2 (grosses)courgettes; Gros sel; 450 gr dericotta; 120 gr demascarpone; 30 gr deparmesan; 1œuf; 2 kg d'épinardsfrais; 4 gousses d’ail; Poivre; 500 gr de sauce tomate; 60 gr mozzarella râpée,"Préchauffer le four à 190°C. | Préparer les lasagnes de courgettes : •Éplucher les courgettes et en faire des lamelles dans le sens de la longueur à l’aide d’une mandoline. Déposer les lamelles sur deux épaisseurs d'essuie tout et saupoudrer généreusement de gros sel pour aider à l’absorption de l’eau des courgettes. Absorber l’eau une dizaine de minutes après. Retourner les courgettes et répéter l’opération en absorbant le plus d’eau possible. | Préparer la garniture : •Couper les feuille d’épinards en deux. Éplucher et hacher finement les gousses d’ail. Bien mélanger l’ œuf, la ricotta, le mascarpone et le parmesan. Incorporer les épinards et l’ail. Assaisonner au goût. | Le dressage : •Verser un peu de sauce tomate dans le fond d’un moule à gratin (gardez la moitié pour plus tard), puis déposer par dessus les lamelles de courgettes côte à côte. Etaler la préparation aux épinards par dessus puis une couche de lamelles de courgettes puis de la sauce et ainsi de suite jusqu’à épuisement des lasagnes et de la garniture. Recouvrir de sauce tomate puis saupoudrer de mozzarella râpée (ou comme ici coupée en lamelles fines.) | Mettre au four à 190°C pendant 20 à 25 minutes. | Et voilà, c’est prêt ! Bon appétit !",Image non trouvée,https://www.ptitchef.com/recettes/plat/lasagnes-de-courgettes-aux-epinards-sans-gluten-fid-1572057
Mode Sans gluten,Buddha bowl végétarien - sans gluten,Entrée,1086 Kcal,4.13Euros€,(4.13€/part),10 min,Temps de repos15 min,60 gr de riz basmati; 1 petiteéchalote; 15 cl de bouillon; 1/2avocat; 1/2concombre; 50 gr de pois chiches cuits; 1 c à soupe d'huile d'olive; 1 c à soupe de jus decitron; 1 c à soupe de feta émiettée; Sel; Poivre; Une douzaine de feuilles de coriandre fraîche,"Faire cuire le riz : • Je préfère le préparer en riz pilaf : couper l'échalote finement et la fair revenir dans de l'huile d'olive. Ajouter le riz et le faire revenir jusqu'a ce qu'il soit translucide. Ajouter le bouillon, attendre l'ébullition puis couvrir 10 minutes à feu doux. En fin de cuisson, enlever le couvercle et laisser le riz refroidir. | Préparer les légumes : • Eplucher l'avocat, le concombre et les pois chiches. Couper des tranches d'avocat dans le sens de la longueur. Couper le concombre en 4 dans le sens de la longueur puis en tranches. | Emietter la feta et effeuiller la coriandre. | Le dressage : • Placer le riz au fond d'un bol ou d'une assiette creuse. Disposer les légumes par dessus : commencer par placer d'avocat sur un coté puis placer les morceaux de concombre au milieu. Placer ensuite les pois chiches de l'autre côté. Puis placer la feta et les feuilles de coriandre fraiche au centre en formant des bandes. | Assaisonner (au dernier moment): • Saler et poivrer. Verser l'huile d'olive uniformément puis faire de même avec le citron. | C'est prêt ! Vous pouvez alors détruire toute cette super mise en place en mélangeant le tout avec allégresse.",Image non trouvée,https://www.ptitchef.com/recettes/entree/buddha-bowl-vegetarien-sans-gluten-fid-1572054
Mode Sans gluten,"Biscuit aux baies de goji, à la farine de fonio, sans gluten",Dessert,180 Kcal,3.47Euros€,(0.43€/part),7 min,13 min,120g de farine de fonio; 40g de sucre; 4g de levure chimique; 1 pincée de sel; 4cs d'huile neutre; 1cs d'eau de fleur d'oranger; 1 blanc d'oeuf; 40g d'amandes(entières hachées grossièrement); 20g debaies de goji; sucre glace,"Dans un saladier, mélanger la farine,le sucre, la levure et le sel. Faire un puits et y ajouter l'huile, l'eau de fleur d'oranger, le blanc d'oeuf et mélanger. Ajouter les baies de goji, les amandes et mélanger. | Former des petites boules de la grosseur d'une noix à l'aide de 2cc. Rouler les boules dans le sucre glace et les placer sur un papier sulfurisé. Enfourner dans un four préchauffé à 180° pendant 13min. | Laisser refroidir sur une grille.",Image non trouvée,https://www.ptitchef.com/recettes/dessert/biscuit-aux-baies-de-goji-a-la-farine-de-fonio-sans-gluten-fid-1570744
Mode Sans gluten,"Biscuit amande-figue, vegan et sans gluten",Dessert,Non spécifié,Non spécifié,Non spécifié,7 min,14 heures,2 pommes (ou 2 poires); jus d'1orange; 10figuesséchées équeutées; 1cs de graines de chia; 60g d'amandesen poudre; 1cs de graines de lin (de tournesol); 3 lamelles d'écorces d'orange confites (ou zeste d'1/2 orange); 1cc decannelle*,"Peler les pommes. Mixer au blender les ingrédients liquides. Laisser reposer 20min au frais. | Moudre les ingrédients secs. Dans un bol, mélanger les 2 préparations. | La pâte doit être collante mais pas trop liquide. Étendre la pâte sur 5mm d'épaisseur, sur un papier sulfurisé. Tracer des triangles. | Déshydrater pendant 12h (perso à 45°). Retourner la pâte sur un autre papier sulfurisé et repasser sur les triangles tracés. Poursuivre la déshydratation pendant 2h jusqu'à ce que la surface soit croustillante et séchée de façon homogène.",Image non trouvée,https://www.ptitchef.com/recettes/dessert/biscuit-amande-figue-vegan-et-sans-gluten-fid-1570485
Mode Sans gluten,"Muffin à la banane et aux pépites de chocolat, sans gluten",Dessert,Non spécifié,Non spécifié,Non spécifié,10 min,25 min,80g de beurre; 60g de sucre fin; 1 sachet de sucre vanillé; 2oeufs; 2bananescoupées en dés; 150g de farine de soja; 2cc de levure sèche; 40g depépites de chocolat; caramelau beurre salé; 40g de chocolat noir; 2cs de crème fraîche; 1cs demascarpone,"Dans un saladier, blanchir les oeufs avec les sucres. Ajouter le beurre mou et mélanger. Ajouter la farine de soja, la levure sèche et mélanger. Ajouter les dés de bananes (en garder quelques uns pour le fond des moules) et mélanger. Ajouter les pépites de chocolat et mélanger. Dans le fond des moules à muffin, placer une petite cuillerée de caramel au beurre salé et déposer quelques dés de bananes. Verser la pâte dans les moules. Enfourner dans un four préchauffé à 180° pendant 25min. Laisser refroidir sur une grille et démouler. | Pour plus de gourmandise, garnir d'une ganache au chocolat: faire fondre le chocolat, ajouter ensuite la crème et le mascarpone et bien mélanger. Laisser refroidir un peu avant de placer dans une poche à douille. | J'ai fait une petite expérience en posant quelques dés de bananes dans le fond des moules mais c'est pas le top, le fond n'est pas très beau après la cuisson... Une autre expérience est celle de la farine de soja, donc sans gluten, ça c'est le top pour les intolérants au gluten.",Image non trouvée,https://www.ptitchef.com/recettes/dessert/muffin-a-la-banane-et-aux-pepites-de-chocolat-sans-gluten-fid-1569662
Mode Sans gluten,Une verrine tout en couleur pour une entrée sans gluten,Entrée,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,"1kiwi; 6fraises (+ 1 fraise pour la déco); 6 tomatescerises; 8 feuilles debasilic(+ 2 pour la déco); 1,5 cac d'huile d'olive; 1cs de vinaigre pour riz à sushi; un peu de fromage maison* ou de chèvre; quelques crousty breizh; diamant de sel du Cachemire; poivre de Kampot","Peler le kiwi et le couper en dés et les placer dans un saladier. Laver rapidement les fraises, les équeuter et les couper en dés. Les ajouter au kiwi. Laver les tomates et les couper en dés. Les ajouter au mélange précédent. | Ajouter ensuite l'huile, le vinaigre, le basilic ciselé, un peu de sel et poivre. Mélanger et réserver au frais pendant 2h. Au moment de servir, parsemez un peu de fromage maison ou du fromage de chèvre ou un autre fromage. | Émietter un crousty breizh par dessus. Décorer avec un crousty breitz, une demi fraise, une feuille de basilic et déguster!",Image non trouvée,https://www.ptitchef.com/recettes/entree/une-verrine-tout-en-couleur-pour-une-entree-sans-gluten-fid-1568219
Mode Sans gluten,Crèmes onctueuses à la vanille vegan & sans gluten,Dessert,116 Kcal,1.08Euros€,(0.22€/part),5 min,3 min,50 cl de lait d'amandes; 30g de sucre; 30 g de fécule demaïs; 20 g de purée d'amandes; 1 gousse devanille,"Grattez la gousse de vanille. | Dans une casserole, ajoutez tous les ingrédients. Faites bouillir tout en mélangeant et continuez de cuire après ébullition pendant 3 minutes (la crème doit épaissir) en mélangeant toujours. | Versez ensuite la crème dans des petits pots. Si vous n'avez pas de couvercles pour vos petits pots, filmez les au contact, puis placez les au réfrigérateur. Dégustez les crèmes bien froides.",Image non trouvée,https://www.ptitchef.com/recettes/dessert/cremes-onctueuses-a-la-vanille-vegan-sans-gluten-fid-1564257
Mode Sans gluten,Clafoutis aux canneberges sans gluten et sans lactose,Dessert,241 Kcal,2.87Euros€,(0.48€/part),15 min,30 min,"1 pomme; 100 g de canneberges (cranberries) séchées (ou 340 g de fraîches); 5 cas de cassonade (4 pour les séchées, 5 pour les fraîches); 3oeufs; 3 cas de sucre glace (+ un peu avant de servir); 75 g de maïzena; 20 cl de lait d’amande(ou lait de soja); 1 cac de kirsh (ou d’un arôme alimentaire de votre choix cranberry ,amande, framboise , cerise..)","Lavez épluchez et épépinez la pomme puis coupez-la en tranches. | Faites bouillir 3 cuil à soupe d’eau avec les cranberries et la cassonade et faites réduire pendant 5 min puis retirez les cranberries du feu et laissez refroidir. | Préchauffez le four à 180°C. Battez les oeufs avec le sucre glace, la maïzena tamisée, et l’arôme choisi ou le kirsch . Mélangez délicatement. | Rajoutez le lait et mélangez de nouveau pour obtenir une pâte fine. Ajoutez les cranberries et les tranches de pomme. | Répartissez la préparation dans des moules à muffins en silicone puis enfournez. (Si les moules ne sont pas en silicone n’oubliez pas de graisser vos moules avec un peu de matière grasse végétale). Laissez cuire pendant 25 à 30 min pour obtenir des clafoutis légèrement dorés. Saupoudrez les clafoutis tièdes de sucre glace et servez .",https://www.ptitchef.com/imgupl/recipe/clafoutis-aux-canneberges-sans-gluten-et-sans-lactose--md-446253p689598.jpg,https://www.ptitchef.com/recettes/dessert/clafoutis-aux-canneberges-sans-gluten-et-sans-lactose-fid-1564212
Mode Sans gluten,Cupcakes camomille vegan et sans gluten,Dessert,Non spécifié,Non spécifié,Non spécifié,1 heure,15 min,150g de farine de sarrasin; 140g de sucre fin; 1/2 sachet de levure; 250ml de lait de soja; 1/2 verre d’huile de colza; 1 infusion à la camomille; 40g d’amandes; 60g de noix de cajou; 1 jus decitron,"Préchauffez votre four à 170 degrés. | Faites infuser de la camomille dans une tasse quelques minutes. Si vous n’avez pas de camomille ou si n’aimez pas, prenez un sachet acheté en commerce, au tilleul par exemple. | Mélangez dans un premier saladier tous les ingrédients dans l’ordre indiqué et dans un autre saladier les ingrédients liquides. Rassemblez ensuite le liquide dans le sec en mélangeant doucement. Remplissez vos moules avec l’appareil obtenu et enfournez pour 15 minutes. | Pendant ce temps, préparons la crème. Crème qui ne sera pas au beurre cette fois ! Il vous suffit de mélanger des oléagineux pour obtenir le crémeux avec le bon gras qu’ils contiennent. Ici, j’ai choisi les amandes et les noix de cajou, non salées surtout ! Mixez-les dans un blender avec un jus de citron et réservez au frais. | Après avoir sorti du four les cupcakes, laissez-les bien refroidir et à ce moment avec une poche à douille, décorez les gâteau avec la crème.",Image non trouvée,https://www.ptitchef.com/recettes/dessert/cupcakes-camomille-vegan-et-sans-gluten-fid-1562691
Mode Sans gluten,"Muffins aux noisettes et au chocolat, sans gluten",Dessert,776 Kcal,8.26Euros€,(2.06€/part),10 min,20 min,± 1 tasse denoisettes; 3/4 tasse de chocolat noir oupépites de chocolat; 3 cuillères à soupe de fécule demaïs; 1 cuillère à thé de poudre à lever sans gluten; 2oeufs; 5 cuillères à soupe de sucre à glacer,"Préchauffer le four à 325°F et préparer des moules à muffins. | Mixer finement les noisettes et hacher le chocolat en morceaux si on n'utilise pas des pépites. | Dans un récipient, mélanger la poudre de noisettes, le chocolat, la fécule de maïs et la poudre à lever. | Dans un autre bol, battre, au fouet électrique, le sucre glace et les oeufs jusqu'à ce que le mélange blanchisse, devienne mousseux et augmente de volume. | Compter 2 minutes de battage. Incorporer délicatement le mélange sec. | Répartir la préparation dans les moules à muffins et enfourner pendant une vingtaine de minutes.",Image non trouvée,https://www.ptitchef.com/recettes/dessert/un-p-tit-bonjour-et-des-muffins-aux-noisettes-et-au-chocolat-sans-gluten-fid-1421636
Mode Sans gluten,Petits pains sans gluten (buns),Goûter,Non spécifié,Non spécifié,Non spécifié,10 min,20 min,4 cuillères à soupe de shortening; 3 cuillères à soupe demiel; 2oeufs; 1 sachet de levure; 1 tasse de crème sûr; 1/2 tasse de fécule depommes de terre; 1 tasse de fécule demaïs; 1/2 cuillère à thé de bicarbonate de soude; 1 cuillère à soupe de poudre à pâte; 2 cuillères à thé de gomme xanthane; 3/4 cuillère à thé de sel; 3/4 cuillère à thé de vinaigre,Préchauffer le four à 350 oF. Mélanger tout les ingrédients pour retirer les grumeaux. | La pâte sera assez humide. Mouiller vos mains pour manier la pâte. | Prendre environ 1/4 tasse de pâte et former une boule. | Déposer dans un moule à muffins graissé. | Cuire 18 à 20 minutes ou jusqu'à ce qu'ils soient doré et qu'un cure-dents inséré au centre ressort propre.,Image non trouvée,https://www.ptitchef.com/recettes/gouter/petits-pains-sans-gluten-buns-fid-1419656
Mode Sans gluten,Pouding chômeur sans gluten,Dessert,1023 Kcal,4.94Euros€,(1.24€/part),20 min,45 min,"375 ml de sirop d?érable; 180 ml de cassonade; 125 ml de crème 35 %; 60 ml d'eau; 125 ml de farine de riz; 125 ml de fécule detapioca; 60 ml de fécule demaïs; 7,5 ml de poudre à pâte; Une pincée de sel; 125 ml de beurre non salé, ramolli; 60 ml de sucre; 2oeufs, séparés; 125 ml de lait; 1 ml de crème de tartre","Placer la grille au centre du four. Préchauffer le four à 190 °. | Dans une casserole, porter à ébullition le sirop, la cassonade, la crème et l'eau en remuant. Laisser mijoter 2 minutes. Verser dans un moule à soufflé d'une contenance de 2 litres. Réserver. | Dans un bol, mélanger la farine, les fécules, la poudre à pâte et le sel. Réserver. | Dans un autre bol, crémer le beurre avec le sucre au batteur électrique. Ajouter les jaunes d'oeufs et bien mélanger. À basse vitesse, incorporer les ingrédients secs en alternant avec le lait. Réserver. | Dans un autre bol, fouetter les blancs d'oeufs avec la crème de tartre jusqu'à ce qu'ils forment des pics fermes. | Mélanger délicatement à la pâte en pliant à l'aide d'une spatule. À l'aide d'une cuillère à crème glacée ou une grosse cuillère, répartir la pâte sur le sirop chaud. | Cuire au four environ 40 minutes ou jusqu'à ce qu'un cure-dent inséré au centre du gâteau en ressorte propre. Servir tiède ou froid.",Image non trouvée,https://www.ptitchef.com/recettes/dessert/pouding-chomeur-sans-gluten-fid-1419653
Mode Sans gluten,Biscuits au chocolat ou chapelure de chocolat sans gluten.,Goûter,Non spécifié,Non spécifié,Non spécifié,10 min,10 min,1/4 tasse de shortening; 3/4 tasse de sucre; 1/4 tasse d'huile; 2 cuillères à thé de vanille; 2oeufs; 1/2 tassecacao; 1/2 tasse de fécule depommes de terre; 3/4 tasse de fécule demaïs; 1/2 cuillère à thé de gomme de guar; 1/2 cuillère à thé de gomme xanthane; 3/4 cuillère à thé de sel; 1/4 tasse d'eau; 1 cuillère à table de sucre,"Préchauffer le four à 350 oF. | Dans un moyen bol, crémer ensemble le shortening, le sucre et l'huile. Ajouter le reste des ingrédients. | Bien mélanger pour enlever tout les grumeaux. | Déposer par cuillère à thé sur une plaque de biscuit graissé. | Saupoudrer quelques grains de sucre sur le dessus de chaque biscuits. Cuire 10 minutes.",Image non trouvée,https://www.ptitchef.com/recettes/gouter/biscuits-au-chocolat-ou-chapelure-de-chocolat-sans-gluten-fid-1419651
Mode Sans gluten,Poulet au beurre à l'indienne sans gluten,Plat,Non spécifié,Non spécifié,Non spécifié,15 min,35 min,"2 cuillères à table d'huile; 1 lb de hauts decuisse de pouletdésossés, sans peau, coupés en bouchées; 1oignon, haché; 2 gousses d'ail, hachées finement; 1 cuillère à table de gingembre, haché finement; 2 cuillères à table de beurre; 2 cuillères à thé de jus decitron; 1 cuillère à thé de chacun; garam masala etcumin; 1/4 cuillère à thé de piment de Cayenne; 1 tasse de sauce tomate; 1 tasse de lait évaporé régulier, 2% ou sans gras; 1/4 tasse de yogourt nature; sel et poivre au goût","Faire chauffer 1 cuillère à table d'huile dans une grande poêle à feu moyen-élevé. | Y faire cuire le poulet jusqu'à ce qu'il soit légèrement doré, environ 10 minutes. Enlever le poulet et réserver. | Faire chauffer le reste de l'huile dans une grande casserole à feu moyen-élevé. Faire sauter l'oignon, l'ail et le gingembre jusqu'à ce qu'ils ramollissent. | Ajouter le beurre, le jus de citron et les épices en remuant. Faire cuire 1 minutes en remuant. | Ajouter la sauce tomate et poursuivre la cuisson 2 minutes en remuant fréquemment. | Incorporer le lait et le yogourt. Baisser le feu et laisser mijoter 10 minutes en remuant fréquemment. | Ajouter le poulet à la sauce et porter à ébullition. Baisser à feu doux et laisser mijoter 15 minutes, jusqu'à ce que la sauce épaississe et que le poulet soit cuit.",Image non trouvée,https://www.ptitchef.com/recettes/plat/poulet-au-beurre-a-l-indienne-sans-gluten-fid-1419647
Mode Sans gluten,Pain aux bananes et aux graines de lin sans gluten,Autre,444 Kcal,6.72Euros€,(1.68€/part),15 min,45 min,"1 1/3 tasse (375 ml) farine de riz brun; 1/3 tasse (75 ml) fécule depommes de terre; 1/4 tasse (50 ml) fécule detapioca; 1 cuillère à soupe (15 ml) gomme xanthane; 2 cuillères à thé (10 ml) levure instantanné ou de levure pour four à pain; 1 1/4 cuillères à thé (6 ml) de sel; 1/4 tasse (50 ml) graines de lin concassées; 2/3 tasse (150 ml) d'eau; 3/4 tasse (175 ml)bananeécrasée; 1 cuillère à thé (5 ml) vinaigre; 1/4 tasse (50 ml) d'huile végétale; 3 cuillères à soupe ( 45 ml)sirop d'érable(ou miel, cassonade etc); 2oeufs","Dans un grand bol, bien mélanger la farine de riz brun, fécule de pommes de terre et de tapioca, gomme xanthane, levure, sel et les graines de lin. | Mettre de côté. | Dans un autre bol, en utilisant un mélangeur électrique. | Mélanger l'eau, banane, vinaigre, huile, sirop d'érable et les oeufs jusqu'à ce que ce soit bien mélangé. | Avec le mélanger sur la plus basse vitesse, ajouter lentement les ingrédients secs jusqu'à ce que ce soit bien mélanger. | Avec une spatule en caoutchouc, racler les bords du bol. Battre pendant 4 minutes à vitesse moyenne. | Verser dans le moule préparé. | Laisser lever, sans le couvrir, dans un endroit tiède et sans courant d'air pendant 60 à 75 minutes où jusqu'à ce que la pâte soit la même hauteur que le moule. | Pendant ce temps, préchauffer le four à 350F (180C). | Cuire pendant 35 à 45 minutes ou jusqu'à ce que le pain fait un son sourd lorsqu'on frappe dessous.",Image non trouvée,https://www.ptitchef.com/recettes/autre/pain-aux-bananes-et-aux-graines-de-lin-sans-gluten-fid-1328143
Mode Sans gluten,Tarte aux pommes et amandes à la farine de soja (sans gluten),Dessert,Non spécifié,4.88Euros€,(0.81€/part),15 min,30 min,1 abaisse de pâte à la farine de soja; le zeste d’unebergamote(ou citron); le jus d’une demi bergamote (ou citron); 4 cuillères à soupe de sucre brut bio; 100 grammes d’amandeseffilées; 2oeufs; 50 grammes de beurre; 4 grosse pommes; sucre brut bio; 3 gouttes d’essence d’amande amère,"Ajouter à la pâte à tarte de soja, le zeste de bergamote et le jus de bergamote. | Abaisser la tarte. Attention avec la farine de soja elle s’effrite plus qu’avec une autre farine. C’est normal. | Battre les oeufs et y ajouter les amandes effilées et le beurre. Vous pouvez si vous aimez la ta tarte très sucré rajouter du sucre. | Ajouter l’essence d’amandes. Verser sur l’abaisse. | Peler les pommes et les couper en moitié. Avec un couteau, couper des tranches sans toutefois couper les tranches complètement. | Les déposer sur la tarte en circulaire. | Trancher des pommes pour le centre. | Saupoudrer selon vos goûts de sucre brut. | Mettre au four durant 30 minutes. | Déguster chaud, froid ou tiède, selon vos goûts.",Image non trouvée,https://www.ptitchef.com/recettes/dessert/tarte-aux-pommes-et-amandes-a-la-farine-de-soja-sans-gluten-fid-1326387
