Mode,Nom,Catégorie,Calories,Coût total,Coût par part,Temps de préparation,Temps de cuisson,Ingrédients,Étapes,Image,URL
Mode Sans gluten,Buddha bowl végétarien - sans gluten,Entrée,1086 Kcal,4.13Euros€,(4.13€/part),10 min,Temps de repos15 min,60 gr de riz basmati; 1 petiteéchalote; 15 cl de bouillon; 1/2avocat; 1/2concombre; 50 gr de pois chiches cuits; 1 c à soupe d'huile d'olive; 1 c à soupe de jus decitron; 1 c à soupe de feta émiettée; Sel; Poivre; Une douzaine de feuilles de coriandre fraîche,"Faire cuire le riz : • Je préfère le préparer en riz pilaf : couper l'échalote finement et la fair revenir dans de l'huile d'olive. Ajouter le riz et le faire revenir jusqu'a ce qu'il soit translucide. Ajouter le bouillon, attendre l'ébullition puis couvrir 10 minutes à feu doux. En fin de cuisson, enlever le couvercle et laisser le riz refroidir. | Préparer les légumes : • Eplucher l'avocat, le concombre et les pois chiches. Couper des tranches d'avocat dans le sens de la longueur. Couper le concombre en 4 dans le sens de la longueur puis en tranches. | Emietter la feta et effeuiller la coriandre. | Le dressage : • Placer le riz au fond d'un bol ou d'une assiette creuse. Disposer les légumes par dessus : commencer par placer d'avocat sur un coté puis placer les morceaux de concombre au milieu. Placer ensuite les pois chiches de l'autre côté. Puis placer la feta et les feuilles de coriandre fraiche au centre en formant des bandes. | Assaisonner (au dernier moment): • Saler et poivrer. Verser l'huile d'olive uniformément puis faire de même avec le citron. | C'est prêt ! Vous pouvez alors détruire toute cette super mise en place en mélangeant le tout avec allégresse.",Image non trouvée,https://www.ptitchef.com/recettes/entree/buddha-bowl-vegetarien-sans-gluten-fid-1572054
Mode Sans gluten,"Biscuit aux baies de goji, à la farine de fonio, sans gluten",Dessert,180 Kcal,3.47Euros€,(0.43€/part),7 min,13 min,120g de farine de fonio; 40g de sucre; 4g de levure chimique; 1 pincée de sel; 4cs d'huile neutre; 1cs d'eau de fleur d'oranger; 1 blanc d'oeuf; 40g d'amandes(entières hachées grossièrement); 20g debaies de goji; sucre glace,"Dans un saladier, mélanger la farine,le sucre, la levure et le sel. Faire un puits et y ajouter l'huile, l'eau de fleur d'oranger, le blanc d'oeuf et mélanger. Ajouter les baies de goji, les amandes et mélanger. | Former des petites boules de la grosseur d'une noix à l'aide de 2cc. Rouler les boules dans le sucre glace et les placer sur un papier sulfurisé. Enfourner dans un four préchauffé à 180° pendant 13min. | Laisser refroidir sur une grille.",Image non trouvée,https://www.ptitchef.com/recettes/dessert/biscuit-aux-baies-de-goji-a-la-farine-de-fonio-sans-gluten-fid-1570744
Mode Sans gluten,Crèmes onctueuses à la vanille vegan & sans gluten,Dessert,116 Kcal,1.08Euros€,(0.22€/part),5 min,3 min,50 cl de lait d'amandes; 30g de sucre; 30 g de fécule demaïs; 20 g de purée d'amandes; 1 gousse devanille,"Grattez la gousse de vanille. | Dans une casserole, ajoutez tous les ingrédients. Faites bouillir tout en mélangeant et continuez de cuire après ébullition pendant 3 minutes (la crème doit épaissir) en mélangeant toujours. | Versez ensuite la crème dans des petits pots. Si vous n'avez pas de couvercles pour vos petits pots, filmez les au contact, puis placez les au réfrigérateur. Dégustez les crèmes bien froides.",Image non trouvée,https://www.ptitchef.com/recettes/dessert/cremes-onctueuses-a-la-vanille-vegan-sans-gluten-fid-1564257
Mode Sans gluten,Clafoutis aux canneberges sans gluten et sans lactose,Dessert,241 Kcal,2.87Euros€,(0.48€/part),15 min,30 min,"1 pomme; 100 g de canneberges (cranberries) séchées (ou 340 g de fraîches); 5 cas de cassonade (4 pour les séchées, 5 pour les fraîches); 3oeufs; 3 cas de sucre glace (+ un peu avant de servir); 75 g de maïzena; 20 cl de lait d’amande(ou lait de soja); 1 cac de kirsh (ou d’un arôme alimentaire de votre choix cranberry ,amande, framboise , cerise..)","Lavez épluchez et épépinez la pomme puis coupez-la en tranches. | Faites bouillir 3 cuil à soupe d’eau avec les cranberries et la cassonade et faites réduire pendant 5 min puis retirez les cranberries du feu et laissez refroidir. | Préchauffez le four à 180°C. Battez les oeufs avec le sucre glace, la maïzena tamisée, et l’arôme choisi ou le kirsch . Mélangez délicatement. | Rajoutez le lait et mélangez de nouveau pour obtenir une pâte fine. Ajoutez les cranberries et les tranches de pomme. | Répartissez la préparation dans des moules à muffins en silicone puis enfournez. (Si les moules ne sont pas en silicone n’oubliez pas de graisser vos moules avec un peu de matière grasse végétale). Laissez cuire pendant 25 à 30 min pour obtenir des clafoutis légèrement dorés. Saupoudrez les clafoutis tièdes de sucre glace et servez .",https://www.ptitchef.com/imgupl/recipe/clafoutis-aux-canneberges-sans-gluten-et-sans-lactose--md-446253p689598.jpg,https://www.ptitchef.com/recettes/dessert/clafoutis-aux-canneberges-sans-gluten-et-sans-lactose-fid-1564212
Mode Sans gluten,"Muffins aux noisettes et au chocolat, sans gluten",Dessert,776 Kcal,8.26Euros€,(2.06€/part),10 min,20 min,± 1 tasse denoisettes; 3/4 tasse de chocolat noir oupépites de chocolat; 3 cuillères à soupe de fécule demaïs; 1 cuillère à thé de poudre à lever sans gluten; 2oeufs; 5 cuillères à soupe de sucre à glacer,"Préchauffer le four à 325°F et préparer des moules à muffins. | Mixer finement les noisettes et hacher le chocolat en morceaux si on n'utilise pas des pépites. | Dans un récipient, mélanger la poudre de noisettes, le chocolat, la fécule de maïs et la poudre à lever. | Dans un autre bol, battre, au fouet électrique, le sucre glace et les oeufs jusqu'à ce que le mélange blanchisse, devienne mousseux et augmente de volume. | Compter 2 minutes de battage. Incorporer délicatement le mélange sec. | Répartir la préparation dans les moules à muffins et enfourner pendant une vingtaine de minutes.",Image non trouvée,https://www.ptitchef.com/recettes/dessert/un-p-tit-bonjour-et-des-muffins-aux-noisettes-et-au-chocolat-sans-gluten-fid-1421636
Mode Sans gluten,Pouding chômeur sans gluten,Dessert,1023 Kcal,4.94Euros€,(1.24€/part),20 min,45 min,"375 ml de sirop d?érable; 180 ml de cassonade; 125 ml de crème 35 %; 60 ml d'eau; 125 ml de farine de riz; 125 ml de fécule detapioca; 60 ml de fécule demaïs; 7,5 ml de poudre à pâte; Une pincée de sel; 125 ml de beurre non salé, ramolli; 60 ml de sucre; 2oeufs, séparés; 125 ml de lait; 1 ml de crème de tartre","Placer la grille au centre du four. Préchauffer le four à 190 °. | Dans une casserole, porter à ébullition le sirop, la cassonade, la crème et l'eau en remuant. Laisser mijoter 2 minutes. Verser dans un moule à soufflé d'une contenance de 2 litres. Réserver. | Dans un bol, mélanger la farine, les fécules, la poudre à pâte et le sel. Réserver. | Dans un autre bol, crémer le beurre avec le sucre au batteur électrique. Ajouter les jaunes d'oeufs et bien mélanger. À basse vitesse, incorporer les ingrédients secs en alternant avec le lait. Réserver. | Dans un autre bol, fouetter les blancs d'oeufs avec la crème de tartre jusqu'à ce qu'ils forment des pics fermes. | Mélanger délicatement à la pâte en pliant à l'aide d'une spatule. À l'aide d'une cuillère à crème glacée ou une grosse cuillère, répartir la pâte sur le sirop chaud. | Cuire au four environ 40 minutes ou jusqu'à ce qu'un cure-dent inséré au centre du gâteau en ressorte propre. Servir tiède ou froid.",Image non trouvée,https://www.ptitchef.com/recettes/dessert/pouding-chomeur-sans-gluten-fid-1419653
Mode Sans gluten,Pain aux bananes et aux graines de lin sans gluten,Autre,444 Kcal,6.72Euros€,(1.68€/part),15 min,45 min,"1 1/3 tasse (375 ml) farine de riz brun; 1/3 tasse (75 ml) fécule depommes de terre; 1/4 tasse (50 ml) fécule detapioca; 1 cuillère à soupe (15 ml) gomme xanthane; 2 cuillères à thé (10 ml) levure instantanné ou de levure pour four à pain; 1 1/4 cuillères à thé (6 ml) de sel; 1/4 tasse (50 ml) graines de lin concassées; 2/3 tasse (150 ml) d'eau; 3/4 tasse (175 ml)bananeécrasée; 1 cuillère à thé (5 ml) vinaigre; 1/4 tasse (50 ml) d'huile végétale; 3 cuillères à soupe ( 45 ml)sirop d'érable(ou miel, cassonade etc); 2oeufs","Dans un grand bol, bien mélanger la farine de riz brun, fécule de pommes de terre et de tapioca, gomme xanthane, levure, sel et les graines de lin. | Mettre de côté. | Dans un autre bol, en utilisant un mélangeur électrique. | Mélanger l'eau, banane, vinaigre, huile, sirop d'érable et les oeufs jusqu'à ce que ce soit bien mélangé. | Avec le mélanger sur la plus basse vitesse, ajouter lentement les ingrédients secs jusqu'à ce que ce soit bien mélanger. | Avec une spatule en caoutchouc, racler les bords du bol. Battre pendant 4 minutes à vitesse moyenne. | Verser dans le moule préparé. | Laisser lever, sans le couvrir, dans un endroit tiède et sans courant d'air pendant 60 à 75 minutes où jusqu'à ce que la pâte soit la même hauteur que le moule. | Pendant ce temps, préchauffer le four à 350F (180C). | Cuire pendant 35 à 45 minutes ou jusqu'à ce que le pain fait un son sourd lorsqu'on frappe dessous.",Image non trouvée,https://www.ptitchef.com/recettes/autre/pain-aux-bananes-et-aux-graines-de-lin-sans-gluten-fid-1328143
Mode Sans gluten,"Oeufs cocotte dans leur nid de pommes de terre rissolées, sans gluten",Plat,549 Kcal,2.67Euros€,(1.34€/part),15 min,5 min,2pommes de terremoyennes; 1/2oignonen dés; 1 cuillère à thé d'herbes salées; huile neutre; beurre; persilhaché; 100 g decheddarrâpé; 2 grosoeufs; poivre du moulin,"Peler les pommes de terre et les râper. Les essorer dans un linge propre pour en extraire le plus de liquide possible. Les faire rissoler, avec l'oignon haché et les herbes salées, dans l'huile et le beurre. | Retirer du feu et ajouter le fromage râpé. Bien mêler. Déposer ce mélange dans deux cocottes beurrées et former un petit creux ou nid au milieu, à l'aide d'une cuillère. Casser un œuf sur chaque plat. | Poivrer, si désiré, mais ne pas saler à cause des herbes qui le sont déjà. | Dans la recette, on conseille de faire chauffer les cocottes 5 minutes, à puissance moyenne du four à micro-ondes, sans oublier de percer le jaune pour éviter l'explosion.",Image non trouvée,https://www.ptitchef.com/recettes/plat/oeufs-cocotte-dans-leur-nid-de-pommes-de-terre-rissolees-sans-gluten-fid-1292467
Mode Sans gluten,Crêpes sans gluten pomme de terre - maïs - purée d'amandes,Goûter,65 Kcal,1.56Euros€,(0.1€/part),12 min,5 min,500 g depommes de terre; 2oeufs; 2 cuillères à soupe de farine demaïs; 20 cl de lait; 2 cuillères à soupe de sucre de canne complet (sucanat); 1 belle cuillère à soupe de purée d'amandes,"Éplucher et cuire les pommes de terre dans l'eau non salée. | Écraser à la fourchette avec le lait. | Ajouter farine, sucre, purée d'amandes et jaunes d’œuf. | Battre les blancs avec une pincée de sel et verser au mélange précédent. | Laisser reposer 20 minutes. | Former de petites crêpes dans une poêle anti-adhésive. | Servir avec un peu de sirop d'agave ou de pâte à tartiner diététique.",Image non trouvée,https://www.ptitchef.com/recettes/gouter/crepes-sans-gluten-pomme-de-terre-mais-puree-d-amandes-fid-1291940
Mode Sans gluten,Boulettes de poisson sans gluten et sans lactose et deux façons de les déguster,Plat,48 Kcal,1.84Euros€,(0.18€/part),10 min,15 min,"1 livre de filet de turbot, ou autre poisson blanc, coupé gros morceaux (500 g); 1oeuf; 2 échalotes vertes hachées; 1 cuillère à soupe depersilciselé; 1 cuillère à soupe decoriandreciselée (ou 2 cubes de coriandre surgelée TOPPITS); 50 g de chapelure sans gluten; 3/4 cuillères à thé de sel; poivredu moulin","Mettre tous les ingrédients dans le bol du robot et actionner jusqu'à l'obtention d'un mélange bien lisse. | Façonner des boulettes d'égale grosseur et les déposer sur une plaque. | Les placer au frigo pour qu'elles deviennent un peu plus fermes. | À ce stade, on peut les congeler, en tout ou en partie, sur une plaque et les mettre ensuite dans un sac à congélation. | Préparer une sauce tomate. | Ajouter délicatement le nombre de boulettes désirées, en les nappant de sauce. | Attendre la prise d'un léger frémissement, puis baisser le feu. | Laisser mijoter 15 minutes, à couvert, à feu très doux. | On peut les servir avec des pâtes sans gluten ou de la semoule, toujours sans gluten. | Le deuxième soir, c'est dans un bouillon de volaille que nous les avons dégustées et c'était tout aussi délicieux. | Lorsque le bouillon bouillonne, y déposer les boulettes, couvrir et baisser le feu. | Cuire environ 15 minutes.",Image non trouvée,https://www.ptitchef.com/recettes/plat/boulettes-de-poisson-sans-gluten-et-sans-lactose-et-deux-facons-de-les-deguster-fid-1273662
Mode Sans gluten,"Biscuits à la mélasse et au gingembre confit, sans gluten",Apéritif,220 Kcal,Non spécifié,Non spécifié,12 min,5 min,"½ tasse de beurre ou margarine, ramolli (110 g); ½ tasse de cassonade, foncée dans mon cas (60 g); ½ tasse de mélasse (200 g); 1oeuf; 1 ¾ tasses de mélange de farines sans gluten (250 g); 1 ½ cuillère à thé de bicarbonate de soude; 1 cuillère à thé se sel; ½ tasse de gingembre confit coupé en très petits morceaux; ½ tasse de lait sans lactose (125 ml)","Préchauffer le four à 375°F (190°C) et préparer des plaques à biscuits en les recouvrant de papier parchemin. | Dans un bol, tamiser la farine, le bicarbonate de soude et le sel. | Ajouter les morceaux de gingembre et agiter pour qu'ils soient bien enrobés de farine. Réserver. | Dans le bol du mélangeur (malaxeur), déposer le beurre, le sucre, la mélasse et l’œuf. | Battre à vitesse moyenne en raclant bien les parois du bol avec une spatule. | Si le malaxeur est muni d'un couvercle anti-éclaboussures, c'est le temps de l'utiliser. | Tout en battant, ajouter la farine en alternant avec le lait. | Malaxer jusqu'à l'obtention d'un mélange homogène. | Déposer par cuillères à thé sur les plaques à biscuits en espaçant bien. | Glisser les plaques au four et cuire une dizaine de minutes, en retournant les plaques au bout de 5 minutes. | Faire refroidir sur une grille.",Image non trouvée,https://www.ptitchef.com/recettes/aperitif/biscuits-a-la-melasse-et-au-gingembre-confit-sans-gluten-fid-1178475
Mode Sans gluten,Gâteau choc'amande et sa crème anglaise végétale (sans gluten),Dessert,1442 Kcal,Non spécifié,Non spécifié,10 min,5 min,1 yaourt; lait de brebis; 60 g de sucre roux de canne (ou+ selon le gout); 2oeufsbattus; 120 g de farine de riz complet; 1 cuillère àcaféde bicarbonate; 100 g d'amandesfraîchement moulues en poudre avec la peau; 60 ml d'huile d'olive; 100 g dechocolat(66% de cacao min) fondu; 1 cuillère à café d'agar agar; 100 ml de lait de riz; 45 g de sucre blond; 1 cuillère à café de vanille en poudre; 300 ml de lait de riz; 300 ml de crème soja,"Mélanger 1 yaourt au lait de brebis, 60 g de sucre roux de canne (ou+ selon le gout), et 2 œufs battus. | Ajouter 120 g de farine de riz complet, 1 cuillère à café de bicarbonate, 100 g d'amandes fraîchement moulues en poudre avec la peau, 60 ml d'huile d'olive et 100 g de chocolat (66% de cacao min) fondu. | Faire cuire pendant 30 minutes dans le four préchauffé th.6. | Pour la crème anglaise végétale : Diluer 1 cuillère à café d'agar agar dans 100 ml de lait de riz. | Ajouter 45 g de sucre blond, et 1 cuillère à café de vanille en poudre. | Porter à ébullition, laisser frémir 30 secondes. | Hors du feu, incorporer 300 ml de lait de riz et 300 ml de crème soja. | Laisser tiédir. Passer au mixeur et réfrigérer avant de servir.",Image non trouvée,https://www.ptitchef.com/recettes/dessert/gateau-choc-amande-et-sa-creme-anglaise-vegetale-sans-gluten-fid-1178468
Mode Sans gluten,"Faux pâté chinois à la polenta, sans gluten",Plat,758 Kcal,10.19Euros€,(2.55€/part),15 heures,30 min,"1 tasse desemoulede maïs (la plus fine) (150 g); 1 cuillère  à thé d'huile d'olive; 3 tasses d'eau (750 ml); sel; poivredu moulin; 3 cuillères à soupe de beurre; 1/2 tasse de fromageparmesanrâpé (80 g); 1 tasse de petits pois verts surgelés; 1 lb deboeufhaché (450 g); 2 cuillères à soupe d'huile; 1 gros oignon émincé; 2 gousses d'ail hachées finement; 1 cuillère à thé d'herbes du maquis corse (thym, basilic, romarin); sel; poivre du moulin","Faire chauffer l'huile sur feu moyen-doux et y jeter la semoule de maïs; remuer pour bien humecter. | Ajouter l'eau, saler et poivrer, et brasser régulièrement jusqu'à ce que le liquide soit absorbé et que la polenta se détache des bords de la casserole. | Ajouter le beurre, le parmesan (en conserver un peu pour le dessus) et les pois à peine décongelés. Rectifier l'assaisonnement. Réserver le temps de préparer le mélange de viande. | Préchauffer le four à 375°F (190°C) et préparer un plat à gratin ou quatre plats individuels. | Faire chauffer l'huile dans une poêle à frire et ajouter l'oignon; le faire cuire à feu moyen jusqu'à ce qu'il soit translucide. | Ajouter l'ail et les herbes et cuire pendant une minute. | Ajouter le boeuf haché et le faire cuire à feu moyennement élevé jusqu'à ce qu'il ne reste plus aucune trace de rouge. | Saler et poivrer au goût. Étaler cette viande au fond du moule à gratin ou des moules individuels. | Déposer la polenta sur le mélange de viande et saupoudrer le reste du fromage. | Enfourner et cuire pendant environ 30 minutes. | Augmenter la température du four à ""broil"" et faire dorer le fromage.",Image non trouvée,https://www.ptitchef.com/recettes/plat/faux-pate-chinois-a-la-polenta-sans-gluten-fid-1096952
Mode Sans gluten,"Biscuits croquants à la polenta et à la purée de pistache, sans gluten",Autre,335 Kcal,Non spécifié,Non spécifié,25 min,8 min,80 g de beurre pommade; 25 g de sucre cassonade; 45 g demiel; 1oeuf; 100 g depolentafine instantanée; 150 g de farine mix maison; 2 cuillères à soupe de purée depistaches,"Avec une fourchette écraser le beurre avec le sucre et le miel. | Ajouter l’œuf, la purée de pistaches, la polenta et bien mélanger. | Incorporer petit à petit la farine mix maison pour obtenir une pâte souple. | Former un boudin, rouler dans un film plastique et mettre au frigo au moins 1 h. | Préchauffer le four à 200°C. | Découper le boudin de pâte en tranches de 1 cm environ. Un peu de sucre cassonade sur les bords si vous le désirez. | Et disposez sur une plaque de four recouverte de papier sulfurisé. | Faire cuire 8 mn et laisser refroidir.",Image non trouvée,https://www.ptitchef.com/recettes/autre/biscuits-croquants-a-la-polenta-et-a-la-puree-de-pistache-sans-gluten-fid-1048271
Mode Sans gluten,Poulet rôti du dimanche sans gluten,Plat,27 Kcal,0.7Euros€,(0.12€/part),15 min,1 h 30 m,2 petits suisses natures; 2 gousses d'ailécrasées; thym; sel; poivre,"Pour finir, compter 30 minutes de cuisson à 200 ° par 500 g de viande. | Donc si le poulet fait 1.5 Kg. La cuisson sera de 1 h 30. | Mon astuce c'est d'y ajouter 2 petits suisses natures mélangés à 2 gousses d'ail écrasées (éventuellement du thym), du sel et du poivre.",Image non trouvée,https://www.ptitchef.com/recettes/plat/poulet-roti-du-dimanche-sans-gluten-fid-1027011
Mode Sans gluten,"Polenta, groseille et menthe pour un cake sans gluten",Dessert,338 Kcal,Non spécifié,Non spécifié,12 min,42 min,60 g desemoulede maïs; 60 g de farine de riz complet; 1 sachet de poudre à lever sans phosphate; 90 g de sucre de canne; 2 beauxoeufs; 120 g de yaourt de soja; 100 g de purée d'amandeblanche; 15 feuilles de menthes fraîches; 1 goutte d'HE de menthe verte bio (mentha spicata) (option); 200 g degroseilleségrenées,"Préchauffez le four à 180° (th. 6). | Dans un saladier, mélangez les œufs et le sucre et battez la préparation jusqu'à ce que le mélange blanchisse. | Ajoutez le yaourt et la purée d'amande. Mélangez. | Puis ajoutez la semoule et la farine avec la poudre à lever. Mélangez. | Ciselez la menthe et ajoutez-la à la préparation ainsi que l'HE. | Puis ajoutez les groseilles au mélange. | Versez dans un moule à cake, des petites empreintes ou des petites caissettes. | Enfournez 30 minutes pour le cake et 12 minutes pour les petites caissettes .",Image non trouvée,https://www.ptitchef.com/recettes/dessert/polenta-groseille-et-menthe-pour-un-cake-sans-gluten-fid-1002014
Mode Sans gluten,Salade composée sans gluten,Entrée,294 Kcal,Non spécifié,Non spécifié,Non spécifié,Non spécifié,250 g de riz cuit et refroidi; 2 bellestomates; 1/2concombre; 2 pommes; 1 petite boîte demaïsen grain; 50 g defetacoupée en petits morceaux; 100 g de truite fumée coupée en petits morceaux; quelques tiges decibouletteciselées ou tout autre herbe de votre choix; quelques cuillère à soupe de votrevinaigrettefavorite,"Lavez, épluchez et coupez en petits morceaux tous les légumes et les pommes. | Faites de même pour les pommes. | Rincez et égouttez le maïs. | Versez tout ce petit monde dans un saladier, ajoutez le riz, la truite, la feta, la ciboulette et la vinaigrette. Mélangez.",Image non trouvée,https://www.ptitchef.com/recettes/entree/salade-composee-sans-gluten-fid-948310
Mode Sans gluten,Pomme et réglisse pour un petit fondant sans gluten,Autre,315 Kcal,2.45Euros€,(0.61€/part),15 min,20 min,100 g de farine de riz complet; 3 cuillères à soupe de sirop d'agave; 1 beloeuf; 3 cuillère à soupe d'huile de noix; 4 cuillère à soupe de lait végétal; 1/2 paquet de poudre levante sans; 3 belles pommes; 1 belle cuillère à soupe de poudre de réglisse,"Dans un saladier, faites une fontaine avec la farine, la levure et la poudre de réglisse. | Mettez au fond l’œuf battu en omelette. | Puis délayez doucement avec l'huile, le lait (la pâte doit être molle). | Épluchez les pommes et émincez-les en fines lamelles. | Ajoutez-les à la pâte. | Versez dans des moules souples ou dans des barquettes en cartons comme comme ici. | Saupoudrer d'un peu de sucre en poudre. | Cuire 20 minutes environ à four chaud 160°(th. 5-6).",Image non trouvée,https://www.ptitchef.com/recettes/autre/pomme-et-reglisse-pour-un-petit-fondant-sans-gluten-fid-947063
Mode Sans gluten,Poulet rôti avec carottes et miel sans gluten,Plat,479 Kcal,8.57Euros€,(1.43€/part),12 min,51 min,"8 petits hauts de cuisse avec la peau et les os (2 1/2 à 2 3/4 lb total) et l'excès de gras retiré; 2 cuillères à thé de sel; 1 1/4 cuillères à thé depaprika; 3/4 cuillères à thé decannelle; 1/2 cuillère à thé depoivrenoir; 1 1/2 cuillères à table d'huile d'olive; 1 grosoignon, coupé en deux sur le sens de la longueur, ensuite coupé sur la longueur en quartier de  1/4 de pouce de large.; 1 lb de carottes (454 g - environ 6 moyennes), coupé en diagonale, en morceau de 1 po.; 2 cuillères à table d'ail émincé; 1/2 tasse d'eau; 1/4 tasse de jus de citron frais; 2 cuillères à table de miel; 1 cuillère à table de persil plat frais finement haché; 1 cuillère à table de coriandre fraîche (cilantro) finement haché","Assécher le poulet. Mélanger ensemble 1 1/2 cuillères à thé de sel avec le paprika, la cannelle et le poivre et frotter ce mélange sur le poulet. | Chauffer l'huile dans un poêlon à frire à feu moyen-fort jusqu'à ce qu'elle soit très chaude mais ne fume pas. | Brunir le poulet environ 10 minutes (brunir 4 à la fois seulement) en le retournant une fois à mi-cuisson. | Transférer dans une assiette. Jeter le gras en ne gardant que 3 cuillères à table. Ajoutez-y l'oignon et les carottes. | Assaisonner avec le sel restant et du poivre au goût et cuire à feu moyen. | En brassant de temps en temps, jusqu'à ce que l'oignon soit tendre et commence à brunir, environ 8 à 10 minutes. | Ajouter l'ail et cuire en brassant pendant 1 minute. | Remettre le poulet, avec la peau vers le haut, dans le poêlon en le déposant sur les légumes. | Mélanger ensemble l'eau, le jus de citron et le miel et ajouter au poêlon. | Couvrir et cuire à feu moyen jusqu'à ce que le poulet soit bien cuit et que les carottes soient tendres (environ 25 à 30 minutes). | Si nécessaire retirer du gras de la sauce avec une cuillère et ajouter du sel. | Garnir avec les herbes fraîches au moment de servir.",Image non trouvée,https://www.ptitchef.com/recettes/plat/poulet-roti-avec-carottes-et-miel-sans-gluten-fid-931427
Mode Sans gluten,"Cake au cabecou, aux olives noires et à la purée de cacahuètes sans gluten",Entrée,254 Kcal,Non spécifié,Non spécifié,15 min,1 heure,4oeufs; 70 g de crème derizcomplet précuite; 60 g de farine de riz; 1 cuillère à.soupe de poudre à lever sans gluten; 1 cuillère à.soupe de purée de cacahuètes; 25 cl de lait végétal; 3 cabecou coupés en petits morceaux; une dizaine d’olives noires dénoyautées et - coupées en petits morceaux; 1 poignée de pignons de pin préalablement grillés à sec; 1 gousse d’ail épluchée et hachée en tout petits morceaux; 1 cuillère à.soupe. de mélange d’herbes de Provencehachées; 3 tours de moulin àpoivre; 1 cuillère à.café. de sel,"Faites préchauffer votre four à 150°C. | Cassez les œufs et séparez les jaunes des blancs. Montez les blancs en une neige bien ferme. | Mélangez dans un saladier les jaunes, la crème de riz, la farine de riz, la poudre à lever, la purée de cacahuètes, le lait, le fromage, les olives, l’ail, les herbes, les pignons, le sel et le poivre. | Ajoutez ensuite les blancs en mélangeant doucement pour ne pas les casser. | Versez cette préparation dans un moule à cake en silicone. Enfournez 1 heure à 150°C.",Image non trouvée,https://www.ptitchef.com/recettes/entree/cake-au-cabecou-aux-olives-noires-et-a-la-puree-de-cacahuetes-sans-gluten-fid-919217
Mode Sans gluten,"Cake sucré-salé sans gluten, aux pruneaux et à la saucisse",Apéritif,1165 Kcal,Non spécifié,Non spécifié,10 min,45 min,150 g de farine sans gluten toute prête; 50 g de maïzena; 50 g de farine delentilles; 4oeufs; 50 g de beurre fondu; 1/2 verre d'huile; sel etpoivre; 2 cuillères à soupe de vin cuit; 1 paquet de levure; 100 g dechorizodoux ou fort si vous préférez; 4saucissesde Francfort; 6 pruneaux,"Battre les 4 oeufs avec le beurre fondu, ajouter les farines, la levure, l'huile et le vin cuit. Saler et poivrer. | Mélanger bien. Incorporer le chorizo et les saucisses en petits morceaux, et les pruneaux coupés fins. | Cuire au four environ 45 minutes à 220 °. Découper en cubes pour l'apéritif. Servir tiède.",Image non trouvée,https://www.ptitchef.com/recettes/aperitif/cake-sucre-sale-sans-gluten-aux-pruneaux-et-a-la-saucisse-fid-874055
Mode Sans gluten,Tarte à l'oignon sans gluten,Entrée,161 Kcal,2.21Euros€,(0.55€/part),20 min,30 min,"600 g d'oignonsépluchés; 1noisettede beurre; 150 g de fromage blanc; 1 cuillère à café de fécule demaïs; 1oeuf; du fromage râpé; sel,poivre","Abaissez votre pâte à tarte, et garnissez-en votre moule. Placez au frais. | Hachez les oignons finement à l'aide de votre robot ou bien au couteau pour les plus courageux. | Dans une poêle faites fondre le beurre, puis versez les oignons. Faites les dessécher à feu doux, sans qu'ils prennent de couleur. | Dans un petit bol, mélangez, la farine, l’œuf, le fromage blanc, le sel et le poivre. | Une fois que les oignons ont fini de rendre leur eau, hors du feu, versez la préparation au fromage blanc, et mélangez bien. | Rectifiez l'assaisonnement. | Versez la préparation aux oignons sur le fond de tarte et enfournez 30 minutes à 180 °.",Image non trouvée,https://www.ptitchef.com/recettes/entree/tarte-a-l-oignon-sans-gluten-fid-853807
Mode Sans gluten,"Salade de fèves, petits pois et chèvre frais sans gluten",Entrée,183 Kcal,2.23Euros€,(0.56€/part),10 min,5 min,200 g de petits pois surgelés; 200 g defèvesépluchées; de lacibouletteciselée; 70 g dechèvrefrais émietté; sel; poivre; 2 cuillères à soupe d'huile d'olive; 1 cuillère à soupe de vinaigre de vin; 1 cuillère à café de moutarde; sel; poivre,"Faites cuire 2 minutes à l'eau bouillante les petits pois, puis les égoutter. | Faites cuire 3 minutes les fèves à l'eau bouillante, rincez les, puis retirez la peau. | Mélangez les petits pois avec les fèves, la ciboulette et le chèvre frais. placez au frais et arrosez de vinaigrette juste avant de servir.",https://www.ptitchef.com/imgupl/recipe/salade-de-feves-petits-pois-et-chevre-frais-sans-gluten--md-395306p626945.jpg,https://www.ptitchef.com/recettes/entree/salade-de-feves-petits-pois-et-chevre-frais-sans-gluten-fid-831336
